paperID,studyID,cond,effType,measure,comparison,indSamp,pubStat,studySample,domain,typeCoOcc,numCoOcc,supralim,typeRelational,sourceRelational,coOccRelOrder,depend,expImpOrder,impMeasure,eval,withinBetween,effSource,effOrig,effFinal,N1,N2,N,effFinalG,varD,J,varG
Gawronski_2008,2,NA,impAB,Implicit,AB,"A-B, D-C",Published,Students,Known social groups,Words,200,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,One measure only,Sequential priming,Evaluative,Within,F statistic,"F(1, 40) = 6.56, p = .01, eta squared = .141",0.4,41,NA,41,0.392258065,0.026341463,0.98125,0.025362919
Gawronski_2008,2,NA,impDC,Implicit,DC,"A-B, D-C",Published,Students,Known social groups,Words,200,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,One measure only,Sequential priming,Evaluative,Within,F statistic,"F(1, 39) = -6.01, p = .02, eta squared = .133",-0.39,40,NA,40,-0.382251656,0.02690125,0.980769231,0.025876535
Green_2019,1,Observe Instructions,expAB,Explicit,AB,NA,Published,Nonstudents,Novel social groups,Images,24,1,Causal information,Observation,Simultaneous,Relational modifies co-occurrence,Explicit first,Evaluative Priming Task,Evaluative,Within,Effect size,"t(96) = 6.96, p < .001, d = 0.71",0.71,97,NA,97,0.704379947,0.012907732,0.9921875,0.012706836
Green_2019,1,Observe Instructions,expDC,Explicit,DC,NA,Published,Nonstudents,Novel social groups,Images,24,1,Causal information,Observation,Simultaneous,Relational modifies co-occurrence,Explicit first,Evaluative Priming Task,Evaluative,Within,Effect size,"t(96) = -2.66, p = .009, d = 0.27",-0.27,97,NA,97,-0.267862797,0.010685052,0.9921875,0.01051875
Green_2019,1,Observe Instructions,impAB,Implicit,AB,NA,Published,Nonstudents,Novel social groups,Images,24,1,Causal information,Observation,Simultaneous,Relational modifies co-occurrence,Explicit first,Evaluative Priming Task,Evaluative,Within,Effect size (author),"t(70) = 1.83, p = .071, d = 0.217",0.22,71,NA,71,0.2176,0.014425352,0.989285714,0.014117893
Green_2019,1,Observe Instructions,impDC,Implicit,DC,NA,Published,Nonstudents,Novel social groups,Images,24,1,Causal information,Observation,Simultaneous,Relational modifies co-occurrence,Explicit first,Evaluative Priming Task,Evaluative,Within,Effect size (author),"t(70) = -0.76, p = .450, d = -0.09",-0.09,71,NA,71,-0.089018182,0.014141549,0.989285714,0.013840139
Green_2019,1,Valence–Agency Instructions,expAB,Explicit,AB,NA,Published,Nonstudents,Novel social groups,Images,24,1,Causal information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Explicit first,Evaluative Priming Task,Evaluative,Within,Effect size,"t(96) = 19.23, p < .001, d = 1.95",1.95,97,NA,97,1.934564644,0.029909794,0.9921875,0.029444279
Green_2019,1,Valence–Agency Instructions,expDC,Explicit,DC,NA,Published,Nonstudents,Novel social groups,Images,24,1,Causal information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Explicit first,Evaluative Priming Task,Evaluative,Within,Effect size,"t(96) = 6.11, p < .001, d = 0.62",0.62,97,NA,97,0.615092348,0.012290722,0.9921875,0.012099429
Green_2019,1,Valence–Agency Instructions,impAB,Implicit,AB,NA,Published,Nonstudents,Novel social groups,Images,24,1,Causal information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Explicit first,Evaluative Priming Task,Evaluative,Within,Effect size (author),"t(85) = 2.79, p = .007, d = 0.3",0.3,86,NA,86,0.297313433,0.012151163,0.991176471,0.011937677
Green_2019,1,Valence–Agency Instructions,impDC,Implicit,DC,NA,Published,Nonstudents,Novel social groups,Images,24,1,Causal information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Explicit first,Evaluative Priming Task,Evaluative,Within,Effect size (author),"t(85) = -1.85, p = .068, d = -0.199",-0.2,86,NA,86,-0.198208955,0.011860465,0.991176471,0.011652086
Heycke_2018,1,Negative/Positive,expDC,Explicit,DC,NA,Published,Students,Novel individuals,Words,200,0,Narrative information,Language,"Co-occurrence first, relational immediately after",Relational creates independent learning,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(22) = 12.14, p < .001, d = 2.41",2.41,23,NA,23,2.322891566,0.169741304,0.965909091,0.158365305
Heycke_2018,1,Negative/Positive,impDC,Implicit,DC,NA,Published,Students,Novel individuals,Words,200,0,Narrative information,Language,"Co-occurrence first, relational immediately after",Relational creates independent learning,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(22) = 2.77, p = .011, d = 0.52",0.52,23,NA,23,0.501204819,0.049356522,0.965909091,0.046048666
Heycke_2018,1,Positive/Negative,expDC,Explicit,DC,NA,Published,Students,Novel individuals,Words,200,0,Narrative information,Language,"Co-occurrence first, relational immediately after",Relational creates independent learning,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(27) = 11.52, p < .001, d = 2.09",2.09,28,NA,28,2.029126214,0.113716071,0.972222222,0.107486256
Heycke_2018,1,Positive/Negative,impDC,Implicit,DC,NA,Published,Students,Novel individuals,Words,200,0,Narrative information,Language,"Co-occurrence first, relational immediately after",Relational creates independent learning,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(27) = 2.54, p = .017, d = 0.44",0.44,28,NA,28,0.427184466,0.039171429,0.972222222,0.037025463
Heycke_2018,2,Negative/Positive,expDC,Explicit,DC,NA,Published,Students,Novel individuals,Words,200,0,Narrative information,Language,"Co-occurrence first, relational immediately after",Relational creates independent learning,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(25) = 13.40, p < .001, d = 2.52",2.52,26,NA,26,2.440421053,0.160584615,0.97,0.151094065
Heycke_2018,2,Negative/Positive,impDC,Implicit,DC,NA,Published,Students,Novel individuals,Words,200,0,Narrative information,Language,"Co-occurrence first, relational immediately after",Relational creates independent learning,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(25) = 1.45, p = .161, d = 0.25",0.25,26,NA,26,0.242105263,0.039663462,0.97,0.037319351
Heycke_2018,2,Positive/Negative,expDC,Explicit,DC,NA,Published,Students,Novel individuals,Words,200,0,Narrative information,Language,"Co-occurrence first, relational immediately after",Relational creates independent learning,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(30) = 15.18, p < .001, d = 2.63",2.63,31,NA,31,2.561391304,0.143820968,0.975,0.136719807
Heycke_2018,2,Positive/Negative,impDC,Implicit,DC,NA,Published,Students,Novel individuals,Words,200,0,Narrative information,Language,"Co-occurrence first, relational immediately after",Relational creates independent learning,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(30) = 4.77, p < .001, d = 0.80",0.8,31,NA,31,0.779130435,0.042580645,0.975,0.040478226
Hu_2017a,1,NA,expAB,Explicit,AB,"A-B, D-C",Published,Students,Novel products,Images,64,1,Causal information,Language,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Evaluative Priming Task,Evaluative,Within,F statistic,"F(1, 111) = 1555.35, p < .001, eta squared = .933",3.74,112,NA,112,3.714441913,0.071373214,0.993243243,0.07041197
Hu_2017a,1,NA,expAC,Explicit,AC,NA,Published,Students,Novel products,Images,64,1,Causal information,Language,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Evaluative Priming Task,Evaluative,Between,Effect size (author),"bt(223) = 10.81, p < .001, d = 1.44",1.44,112.5,112.5,225,1.435151515,0.022385778,0.996636771,0.022235454
Hu_2017a,1,NA,expDB,Explicit,DB,NA,Published,Students,Novel products,Images,64,1,Causal information,Language,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Evaluative Priming Task,Evaluative,Between,Effect size (author),"bt(223) = 12.06, p < .001, d = 1.61",1.61,112.5,112.5,225,1.604579125,0.023538,0.996636771,0.023379939
Hu_2017a,1,NA,expDC,Explicit,DC,"A-B, D-C",Published,Students,Novel products,Images,64,1,Causal information,Language,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Evaluative Priming Task,Evaluative,Within,F statistic,"F(1, 112) = 2.54, p = .11, eta squared = .022",0.15,113,NA,113,0.148984199,0.008949115,0.993303571,0.008829662
Hu_2017a,1,NA,impAB,Implicit,AB,NA,Published,Students,Novel products,Images,64,1,Causal information,Language,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Evaluative Priming Task,Evaluative,Within,Effect size (author),"t(111) = 1.55, p = .125, d = 0.15",0.15,112,NA,112,0.14897727,0.009029018,0.9931818,0.008906314
Hu_2017a,1,NA,impDC,Implicit,DC,NA,Published,Students,Novel products,Images,64,1,Causal information,Language,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Evaluative Priming Task,Evaluative,Within,Effect size (author),"t(112) = -1.86, p = .065, d = -0.18",-0.18,113,NA,113,-0.178783776,0.00899292,0.9932432,0.008871804
Hu_2017a,2,NA,expAB,Explicit,AB,"A-B, D-C",Published,Students,Novel products,Images,64,1,Causal information,Language,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Evaluative Priming Task,Evaluative,Within,F statistic,"F(1, 136) = 1588.43, p < .001, eta squared = .921",3.42,137,NA,137,3.40096475,0.049986861,0.994485294,0.049437056
Hu_2017a,2,NA,expAC,Explicit,AC,NA,Published,Students,Novel products,Images,64,1,Causal information,Language,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Evaluative Priming Task,Evaluative,Between,Effect size (author),"bt(273) = 10.61, p < .001, d = 1.28",1.28,137.5,137.5,275,1.276480293,0.017524364,0.997252747,0.017428208
Hu_2017a,2,NA,expDB,Explicit,DB,NA,Published,Students,Novel products,Images,64,1,Causal information,Language,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Evaluative Priming Task,Evaluative,Between,Effect size (author),"bt(273) = 15.29, p < .001, d = 1.84",1.84,137.5,137.5,275,1.834940422,0.020701091,0.997252747,0.020587505
Hu_2017a,2,NA,expDC,Explicit,DC,"A-B, D-C",Published,Students,Novel products,Images,64,1,Causal information,Language,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Evaluative Priming Task,Evaluative,Within,F statistic,"F(1, 137) = 6.47, p = .01, eta squared = .045",0.22,138,NA,138,0.21878453,0.007421739,0.994525547,0.007340702
Hu_2017a,2,NA,impAB,Implicit,AB,NA,Published,Students,Novel products,Images,64,1,Causal information,Language,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Evaluative Priming Task,Evaluative,Within,Effect size (author),"t(136) = 2.84, p = .005, d = 0.24",0.24,137,NA,137,0.238666656,0.007509489,0.9944444,0.007426281
Hu_2017a,2,NA,impDC,Implicit,DC,NA,Published,Students,Novel products,Images,64,1,Causal information,Language,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Evaluative Priming Task,Evaluative,Within,Effect size (author),"t(137) = -1.30, p = .195, d = -0.11",-0.11,138,NA,138,-0.109393383,0.007290217,0.9944853,0.007210032
Hu_2017a,3,NA,expAB,Explicit,AB,NA,Published,Students,Novel products,Images,160,1,Causal information,Language,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Evaluative Priming Task,Evaluative,Within,F statistic,"F(1, 135) = 676.69, p < .001, eta squared = .834",2.24,136,NA,136,2.227439252,0.0258,0.994444444,0.02551413
Hu_2017a,3,NA,expAC,Explicit,AC,NA,Published,Students,Novel products,Images,160,1,Causal information,Language,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Evaluative Priming Task,Evaluative,NA,Could not be computed,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hu_2017a,3,NA,expDB,Explicit,DB,NA,Published,Students,Novel products,Images,160,1,Causal information,Language,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Evaluative Priming Task,Evaluative,NA,Could not be computed,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hu_2017a,3,NA,expDC,Explicit,DC,NA,Published,Students,Novel products,Images,160,1,Causal information,Language,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Evaluative Priming Task,Evaluative,Within,F statistic,"F(1, 135) = 125.36, p < .001, eta squared = .481",0.96,136,NA,136,0.954616822,0.010741176,0.994444444,0.010622162
Hu_2017a,3,NA,impAB,Implicit,AB,NA,Published,Students,Novel products,Images,160,1,Causal information,Language,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Evaluative Priming Task,Evaluative,Within,F statistic,"F(1, 135) = 1.81, p = .18, eta squared = .013",0.12,136,NA,136,0.119327103,0.007405882,0.994444444,0.007323823
Hu_2017a,3,NA,impDC,Implicit,DC,NA,Published,Students,Novel products,Images,160,1,Causal information,Language,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Evaluative Priming Task,Evaluative,Within,F statistic,"F(1, 135) = 2.99 p = .09, eta squared = .022",0.15,136,NA,136,0.149158879,0.007435662,0.994444444,0.007353273
Hu_2017b,1,Counter-Instructions/Time 2,expDC,Explicit,DC,NA,Published,Students,Novel shapes,Images,80,1,Co-occurrence information,Language,"Co-occurrence first, relational second",Relational creates independent learning,Counterbalanced,Evaluative Priming Task,Evaluative,Within,Effect size (author),"t(49) = 3.72, p < .001, d = 0.53",0.53,50,NA,50,0.521675393,0.022809,0.984693878,0.022116109
Hu_2017b,1,Counter-Instructions/Time 2,impDC,Implicit,DC,NA,Published,Students,Novel shapes,Images,80,1,Co-occurrence information,Language,"Co-occurrence first, relational second",Relational creates independent learning,Counterbalanced,Evaluative Priming Task,Evaluative,Within,Effect size,"t(49) = -2.19, p = .03, d = 0.31",-0.31,50,NA,50,-0.30513089,0.020961,0.984693878,0.020324247
Hu_2017b,2,Counter-Instructions/Time 2,expDC,Explicit,DC,NA,Published,Students,Novel shapes,Images,80,1,Co-occurrence information,Language,"Co-occurrence first, relational second",Relational creates independent learning,Counterbalanced,Evaluative Priming Task,Evaluative,Within,Effect size (author),"t(60) = 4.09, p < .001, d = 0.52",0.52,61,NA,61,0.513361702,0.018609836,0.9875,0.018147498
Hu_2017b,2,Counter-Instructions/Time 2,impDC,Implicit,DC,NA,Published,Students,Novel shapes,Images,80,1,Co-occurrence information,Language,"Co-occurrence first, relational second",Relational creates independent learning,Counterbalanced,Evaluative Priming Task,Evaluative,Within,Effect size,"t(59) = -1.81, p = .08, d = 0.23",-0.23,60,NA,60,-0.227012987,0.0171075,0.987288136,0.016675328
Hughes_2011,1,Relational Training,expAB,Explicit,AB,NA,Published,Students,Novel nonwords,Words,NA,1,Validity information,Language + Observation,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Implicit first,Implicit Relational Assessment Procedure,Evaluative,NA,Data unavailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hughes_2011,1,Relational Training,expDC,Explicit,DC,NA,Published,Students,Novel nonwords,Words,NA,1,Validity information,Language + Observation,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Implicit first,Implicit Relational Assessment Procedure,Evaluative,NA,Data unavailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hughes_2011,1,Relational Training,impAB,Implicit,AB,NA,Published,Students,Novel nonwords,Words,NA,1,Validity information,Language + Observation,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Implicit first,Implicit Relational Assessment Procedure,Evaluative,NA,Data unavailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hughes_2011,1,Relational Training,impDC,Implicit,DC,NA,Published,Students,Novel nonwords,Words,NA,1,Validity information,Language + Observation,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Implicit first,Implicit Relational Assessment Procedure,Evaluative,NA,Data unavailable,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hughes_2018a,1,NA,expX,Explicit,X,NA,Published,Nonstudents,Novel nonwords,Images,48,1,Spatiotemporal information,Observation,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Difference score mean and SD,"M[1] = 3.16, SD = 5.39, N = 107",0.59,107,NA,107,0.585775656,0.01097243,0.992924528,0.010817709
Hughes_2018a,1,NA,expZ,Explicit,Z,NA,Published,Nonstudents,Novel nonwords,Images,48,1,Spatiotemporal information,Observation,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Difference score mean and SD,"M[2] = 5.93, SD = 3.80, N = 107",1.56,107,NA,107,1.548830549,0.020717757,0.992924528,0.020425618
Hughes_2018a,1,NA,impX,Implicit,X,"X, Z",Published,Nonstudents,Novel nonwords,Images,48,1,Spatiotemporal information,Observation,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(106) = 1.88, p = .06, d = 0.18",0.18,107,NA,107,0.178711217,0.009497196,0.992924528,0.009363277
Hughes_2018a,1,NA,impZ,Implicit,Z,"X, Z",Published,Nonstudents,Novel nonwords,Images,48,1,Spatiotemporal information,Observation,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(106) = 2.58, p = .01, d = 0.25",0.25,107,NA,107,0.248210024,0.00963785,0.992924528,0.009501948
Hughes_2018a,2,NA,expX,Explicit,X,NA,Published,Nonstudents,Novel nonwords,Images,80,1,Spatiotemporal information,Observation,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(65) = 10.08, p < .001, d = 1.24",1.24,66,NA,66,1.225411765,0.0268,0.988461538,0.026185107
Hughes_2018a,2,NA,expZ,Explicit,Z,NA,Published,Nonstudents,Novel nonwords,Images,80,1,Spatiotemporal information,Observation,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(55) = 7.79, p < .001, d = 1.04",1.04,56,NA,56,1.025488372,0.027514286,0.986363636,0.026769012
Hughes_2018a,2,NA,impX,Implicit,X,"X, Z",Published,Nonstudents,Novel nonwords,Images,80,1,Spatiotemporal information,Observation,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(65) = 5.75, p < .001, d = 0.71",0.71,66,NA,66,0.701647059,0.018970455,0.988461538,0.0185352
Hughes_2018a,2,NA,impZ,Implicit,Z,"X, Z",Published,Nonstudents,Novel nonwords,Images,80,1,Spatiotemporal information,Observation,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(55) = 6.01, p < .001, d = 0.80",0.8,56,NA,56,0.788837209,0.023571429,0.986363636,0.022932955
Hughes_2018a,3,NA,expX,Explicit,X,NA,Published,Nonstudents,Novel nonwords,Images,80,1,Spatiotemporal information,Observation,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(76) = 12.35, p < .001, d = 1.41",1.41,77,NA,77,1.395852843,0.025896753,0.990131579,0.025388155
Hughes_2018a,3,NA,expZ,Explicit,Z,NA,Published,Nonstudents,Novel nonwords,Images,80,1,Spatiotemporal information,Observation,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(68) = 10.35, p < .001, d = 1.25",1.25,69,NA,69,1.235955056,0.025815217,0.988970588,0.025248904
Hughes_2018a,3,NA,impX,Implicit,X,"X, Z",Published,Nonstudents,Novel nonwords,Images,80,1,Spatiotemporal information,Observation,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(76) = 6.17, p < .001, d = 0.70",0.7,77,NA,77,0.692976589,0.016168831,0.990131579,0.015851284
Hughes_2018a,3,NA,impZ,Implicit,Z,"X, Z",Published,Nonstudents,Novel nonwords,Images,80,1,Spatiotemporal information,Observation,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(68) = 4.66, p < .001, d = 0.56",0.56,69,NA,69,0.553707865,0.016765217,0.988970588,0.016397436
Hughes_2018a,4,NA,expX,Explicit,X,NA,Published,Nonstudents,Novel nonwords,Images,72,1,Spatiotemporal information,Observation,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(56) = 7.41, p < .001, d = 0.98",0.98,57,NA,57,0.966575342,0.025968421,0.986607143,0.025277496
Hughes_2018a,4,NA,expZ,Explicit,Z,NA,Published,Nonstudents,Novel nonwords,Images,72,1,Spatiotemporal information,Observation,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(65) = 6.91, p < .001, d = 0.85",0.85,66,NA,66,0.84,0.020625,0.988461538,0.020151784
Hughes_2018a,4,NA,impX,Implicit,X,"X, Z",Published,Nonstudents,Novel nonwords,Images,72,1,Spatiotemporal information,Observation,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(65) = 2.44, p = .02, d = 0.30",0.3,66,NA,66,0.296470588,0.015833333,0.988461538,0.015470057
Hughes_2018a,4,NA,impZ,Implicit,Z,"X, Z",Published,Nonstudents,Novel nonwords,Images,72,1,Spatiotemporal information,Observation,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(56) = 6.42, p < .001, d = 0.85",0.85,57,NA,57,0.838356164,0.023881579,0.986607143,0.023246177
Hughes_2018a,5,NA,expX,Explicit,X,NA,Published,Nonstudents,Novel nonwords,Images,72,1,Spatiotemporal information,Observation,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(55) = 9.29, p < .001, d = 1.24",1.24,56,NA,56,1.222697674,0.031585714,0.986363636,0.030730159
Hughes_2018a,5,NA,expZ,Explicit,Z,NA,Published,Nonstudents,Novel nonwords,Images,72,1,Spatiotemporal information,Observation,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(62) = 17.67, p < .001, d = 2.23",2.23,63,NA,63,2.202469136,0.055340476,0.987903226,0.054009692
Hughes_2018a,5,NA,impX,Implicit,X,"X, Z",Published,Nonstudents,Novel nonwords,Images,72,1,Spatiotemporal information,Observation,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(55) = 4.99, p < .001, d = 0.67",0.67,56,NA,56,0.660651163,0.021865179,0.986363636,0.021272921
Hughes_2018a,5,NA,impZ,Implicit,Z,"X, Z",Published,Nonstudents,Novel nonwords,Images,72,1,Spatiotemporal information,Observation,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(62) = 6.74, p < .001, d = 0.85",0.85,63,NA,63,0.839506173,0.021607143,0.987903226,0.021087551
Hughes_2019a,1,NA,expAB,Explicit,AB,"A-B, D-C",Published,Nonstudents,Novel nonwords,Words,40,1,Information on logical relations,Observation,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(43) = 12.01, p < .001, d = 1.79",1.79,44,NA,44,1.757844311,0.0591375,0.98255814,0.057092555
Hughes_2019a,1,NA,expAC,Explicit,AC,"A-B, D-C",Published,Nonstudents,Novel nonwords,Words,40,1,Information on logical relations,Observation,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Between,Mean and SD,"M[1] = 3.29, SD = 1.97, N = 44; M[2] = -0.06, SD = 3.85, N = 48",1.69,44,48,92,1.675877437,0.059082889,0.991666667,0.058102277
Hughes_2019a,1,NA,expDB,Explicit,DB,"A-B, D-C",Published,Nonstudents,Novel nonwords,Words,40,1,Information on logical relations,Observation,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Between,Mean and SD,"M[2] = -0.25, SD = 3.83, N = 48; M[1] = -3.53, SD = 1.99, N = 44",1.71,48,44,92,1.695710306,0.059452454,0.991666667,0.058465708
Hughes_2019a,1,NA,expDC,Explicit,DC,"A-B, D-C",Published,Nonstudents,Novel nonwords,Words,40,1,Information on logical relations,Observation,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(47) = 0.18, p = .86, d = 0.03",0.03,48,NA,48,0.029508197,0.020842708,0.984042553,0.020182823
Hughes_2019a,1,NA,impAB,Implicit,AB,"A-B, D-C",Published,Nonstudents,Novel nonwords,Words,40,1,Information on logical relations,Observation,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(43) = 6.73, p < .001, d = 1.01",1.01,44,NA,44,0.991856287,0.034319318,0.98255814,0.033132573
Hughes_2019a,1,NA,impDC,Implicit,DC,"A-B, D-C",Published,Nonstudents,Novel nonwords,Words,40,1,Information on logical relations,Observation,"Relational first, co-occurrence second",Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size,"t(47) = 0.56, p = .58, d = 0.08",0.08,48,NA,48,0.078688525,0.0209,0.984042553,0.020238301
Hughes_2019a,2,Non-Valenced Context Pairs,expAB,Explicit,AB,NA,Published,Nonstudents,Novel nonwords,Words,40,1,Information on logical relations,Observation,"Relational first, co-occurrence immediately after",Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size (author),"t(49) = 3.38, p = .001, d = 0.477",0.48,50,NA,50,0.472460733,0.022304,0.984693878,0.02162645
Hughes_2019a,2,Non-Valenced Context Pairs,expAC,Explicit,AC,"A-B, D-C",Published,Nonstudents,Novel nonwords,Words,40,1,Information on logical relations,Observation,"Relational first, co-occurrence immediately after",Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Between,Mean and SD,"M[1] = 1.09, SD = 1.72, N = 50; M[2] = 1.14, SD = 2.52, N = 56",0.18,50,56,106,0.178698795,0.038009973,0.992788462,0.037463729
Hughes_2019a,2,Non-Valenced Context Pairs,expDB,Explicit,DB,"A-B, D-C",Published,Nonstudents,Novel nonwords,Words,40,1,Information on logical relations,Observation,"Relational first, co-occurrence immediately after",Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Between,Mean and SD,"M[2] = -0.10, SD = 2.71, N = 56; M[1] = -0.55, SD = 2.17, N = 50",0.22,56,50,106,0.218409639,0.038085445,0.992788462,0.037538116
Hughes_2019a,2,Non-Valenced Context Pairs,expDC,Explicit,DC,NA,Published,Nonstudents,Novel nonwords,Words,40,1,Information on logical relations,Observation,"Relational first, co-occurrence immediately after",Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size (author),"t(55) = -2.18, p = .033, d = -0.292",-0.29,56,NA,56,-0.285953488,0.018608036,0.986363636,0.018104004
Hughes_2019a,2,Non-Valenced Context Pairs,impAB,Implicit,AB,NA,Published,Nonstudents,Novel nonwords,Words,40,1,Information on logical relations,Observation,"Relational first, co-occurrence immediately after",Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size (author),"t(49) = 2.84, p = .007, d = 0.402",0.4,50,NA,50,0.393717277,0.0216,0.984693878,0.020943836
Hughes_2019a,2,Non-Valenced Context Pairs,impDC,Implicit,DC,NA,Published,Nonstudents,Novel nonwords,Words,40,1,Information on logical relations,Observation,"Relational first, co-occurrence immediately after",Relational modifies co-occurrence,Counterbalanced,Implicit Association Test,Evaluative,Within,Effect size (author),"t(54) = -0.61, p = .543, d = -0.083",-0.08,55,NA,55,-0.078862559,0.01824,0.986111111,0.017736852
